CustomerID;FirstName;LastName;Email;Phone;JoinDate;Tier;CurrentPoints;TransactionID;PurchaseDate;AmountSpent;PointsEarned;RewardID;RewardName;PointsRequired;RedemptionDate;PointsUsed
C0754;Michael;Clark;michael.clark754@example.com;555-9860;2022/06/11;Bronze;8079;T00098;2025/04/04;354.78;355;;;;;
C0268;Olivia;Lee;olivia.lee268@example.com;555-7391;2025/11/03;Gold;4480;T00099;2025/01/01;585.79;586;;;;;
C0015;Noah;Lee;noah.lee15@example.com;555-6110;2022/01/06;Gold;9963;T00100;2025/05/19;508.19;508;;;;;
C0271;James;Clark;james.clark271@example.com;555-5434;2023/09/26;Silver;14122;T00101;2025/05/08;260.87;261;;;;;
C0133;Michael;Wilson;michael.wilson133@example.com;555-5094;2022/07/13;Bronze;7403;T00102;2025/06/27;305.49;305;;;;;
C0330;John;Taylor;john.taylor330@example.com;555-7033;2026/04/01;Silver;122;T00103;2025/04/12;355.09;355;;;;;
C0314;Lucas;Wilson;lucas.wilson314@example.com;555-1061;2022/12/09;Gold;12217;T00104;2025/01/23;443.85;444;;;;;
C0552;Sarah;Brown;sarah.brown552@example.com;555-2423;2025/11/28;Bronze;14553;T00105;2025/05/25;297.78;298;R3;Coffee Mug;1200.0;2025/03/02;1200.0
C0977;John;Moore;john.moore977@example.com;555-7256;2022/08/20;Bronze;2125;T00106;2025/04/18;455.21;455;;;;;
C0465;Michael;Anderson;michael.anderson465@example.com;555-8917;2022/11/13;Silver;5311;T00107;2025/02/01;313.46;313;R7;Wireless Earbuds;8000.0;2025/04/13;8000.0
C0129;Ava;Anderson;ava.anderson129@example.com;555-7177;2023/03/30;Bronze;2535;T00108;2025/06/04;585.09;585;;;;;
C0343;Jessica;Davis;jessica.davis343@example.com;555-6889;2025/02/07;Bronze;4566;T00109;2025/02/06;315.18;315;R3;Coffee Mug;1200.0;2025/05/02;1200.0
C0617;Daniel;Brown;daniel.brown617@example.com;555-2233;2025/04/04;Bronze;4782;T00110;2025/01/22;16.72;17;;;;;
C0018;Sarah;Smith;sarah.smith18@example.com;555-4763;2022/08/25;Bronze;6119;T00111;2025/04/01;282.89;283;;;;;
C0915;Ava;Taylor;ava.taylor915@example.com;555-2118;2023/05/23;Bronze;733;T00112;2025/03/21;456.96;457;;;;;
C0864;Lucas;Johnson;lucas.johnson864@example.com;555-7800;2024/03/30;Silver;2753;T00113;2025/04/22;129.64;130;;;;;
C0006;Emma;Smith;emma.smith6@example.com;555-2679;2022/08/09;Silver;2539;T00114;2025/01/24;571.56;572;;;;;
C0519;Ava;Smith;ava.smith519@example.com;555-3225;2024/07/22;Bronze;10130;T00115;2025/05/16;151.12;151;;;;;
C0648;Michael;Thomas;michael.thomas648@example.com;555-7721;2023/04/14;Gold;4365;T00116;2025/06/28;341.4;341;;;;;
C0751;Olivia;Taylor;olivia.taylor751@example.com;555-4637;2025/03/02;Bronze;10735;T00117;2025/03/11;568.58;569;;;;;
C0714;Noah;Wilson;noah.wilson714@example.com;555-6050;2024/11/18;Gold;8385;T00118;2025/02/03;384.85;385;;;;;
C0081;Daniel;Taylor;daniel.taylor81@example.com;555-1435;2024/04/07;Platinum;3665;T00119;2025/02/17;345.92;346;R4;T-Shirt;2500.0;2025/04/11;2500.0
C0534;James;Taylor;james.taylor534@example.com;555-5043;2022/07/01;Bronze;3618;T00120;2025/01/02;64.45;64;;;;;
C0875;Olivia;Brown;olivia.brown875@example.com;555-2179;2022/08/19;Bronze;7751;T00121;2025/03/06;563.66;564;R4;T-Shirt;2500.0;2025/06/10;2500.0
C0702;Lucas;Lee;lucas.lee702@example.com;555-3648;2024/05/08;Bronze;6283;T00122;2025/03/12;378.21;378;;;;;
C0041;Mia;Smith;mia.smith41@example.com;555-4258;2023/04/17;Gold;4936;T00123;2025/02/02;99.19;99;;;;;
C0469;John;Taylor;john.taylor469@example.com;555-3956;2024/10/09;Silver;5725;T00124;2025/03/09;53.06;53;;;;;
C0358;Daniel;Johnson;daniel.johnson358@example.com;555-5051;2024/02/05;Bronze;8462;T00125;2025/01/16;470.1;470;R7;Wireless Earbuds;8000.0;2025/04/03;8000.0
C0153;Daniel;Clark;daniel.clark153@example.com;555-2822;2025/01/18;Bronze;8986;T00126;2025/01/24;27.02;27;;;;;
C0820;Lucas;Martinez;lucas.martinez820@example.com;555-4875;2026/03/14;Gold;5362;T00127;2025/02/22;344.51;345;;;;;
C0472;Sophia;Davis;sophia.davis472@example.com;555-9952;2024/04/16;Silver;8458;T00128;2025/05/03;340.9;341;R2;$10 Gift Voucher;1000.0;2025/05/05;1000.0
C0051;Emily;Lee;emily.lee51@example.com;555-1423;2022/04/25;Bronze;3719;T00129;2025/04/01;105.08;105;;;;;
C0048;Michael;Martinez;michael.martinez48@example.com;555-3597;2022/03/26;Silver;14474;T00130;2025/04/28;450.51;451;R5;Free Shipping;750.0;2025/01/02;750.0
C0826;Emily;Lee;emily.lee826@example.com;555-9850;2022/03/10;Bronze;2013;T00131;2025/06/18;340.91;341;;;;;
C0910;Jessica;Thomas;jessica.thomas910@example.com;555-5660;2022/12/26;Silver;11354;T00132;2025/06/19;170.42;170;;;;;
C0475;Jessica;Moore;jessica.moore475@example.com;555-7943;2024/07/01;Gold;9231;T00133;2025/04/25;418.79;419;R5;Free Shipping;750.0;2025/04/29;750.0
C0489;Daniel;Taylor;daniel.taylor489@example.com;555-2337;2024/09/03;Silver;14808;T00134;2025/06/14;580.97;581;;;;;
C0805;Sarah;Smith;sarah.smith805@example.com;555-1458;2025/10/16;Bronze;12995;T00135;2025/04/06;5.72;6;;;;;
C0465;Michael;Anderson;michael.anderson465@example.com;555-8917;2022/11/13;Silver;5311;T00136;2025/02/18;489.4;489;;;;;
C0550;Olivia;Davis;olivia.davis550@example.com;555-7204;2023/11/03;Gold;6489;T00137;2025/01/06;484.62;485;;;;;
C0957;Sophia;Taylor;sophia.taylor957@example.com;555-7883;2024/05/20;Bronze;2065;T00138;2025/05/09;506.05;506;;;;;
C0478;David;Brown;david.brown478@example.com;555-6115;2025/10/06;Silver;12891;T00139;2025/02/03;211.73;212;;;;;
C0211;Mia;Wilson;mia.wilson211@example.com;555-8781;2022/11/23;Silver;8904;T00140;2025/03/28;597.44;597;R6;VIP Event Access;5000.0;2025/01/09;5000.0
C0904;Sophia;Anderson;sophia.anderson904@example.com;555-2314;2023/06/21;Gold;14660;T00141;2025/05/11;236.68;237;R7;Wireless Earbuds;8000.0;2025/04/03;8000.0
C0190;Sophia;Davis;sophia.davis190@example.com;555-4066;2025/04/20;Silver;8425;T00142;2025/04/15;512.5;512;;;;;
C0485;Emma;Martinez;emma.martinez485@example.com;555-2534;2024/08/30;Silver;11310;T00143;2025/06/03;517.88;518;R2;$10 Gift Voucher;1000.0;2025/04/07;1000.0
C0971;Emily;Davis;emily.davis971@example.com;555-3887;2023/02/20;Silver;7269;T00144;2025/01/01;158.3;158;;;;;
C0858;Emma;Clark;emma.clark858@example.com;555-6114;2025/12/08;Silver;1456;T00145;2025/06/01;34.13;34;R3;Coffee Mug;1200.0;2025/01/25;1200.0
C0040;Olivia;Anderson;olivia.anderson40@example.com;555-1577;2022/12/01;Bronze;11686;T00146;2025/06/11;441.8;442;;;;;
C0554;Emily;Lee;emily.lee554@example.com;555-4630;2022/07/15;Gold;1775;T00147;2025/01/04;295.27;295;;;;;
C0236;Michael;Moore;michael.moore236@example.com;555-4658;2024/08/22;Platinum;12008;T00148;2025/04/17;76.52;77;;;;;
C0144;Sophia;Johnson;sophia.johnson144@example.com;555-6968;2024/03/18;Silver;911;T00149;2025/03/26;367.03;367;;;;;
C0701;Liam;Taylor;liam.taylor701@example.com;555-4493;2024/02/08;Silver;7081;T00150;2025/05/10;342.93;343;R3;Coffee Mug;1200.0;2025/03/31;1200.0
C0857;Michael;Taylor;michael.taylor857@example.com;555-6780;2025/05/14;Gold;7148;T00151;2025/03/11;499.31;499;;;;;
C0001;Emily;Anderson;emily.anderson1@example.com;555-3325;2025/08/15;Silver;4778;T00152;2025/02/17;437.13;437;;;;;
C0725;Daniel;Johnson;daniel.johnson725@example.com;555-2682;2025/01/12;Silver;2000;T00153;2025/01/05;50.79;51;;;;;
C0830;Noah;Johnson;noah.johnson830@example.com;555-2525;2023/03/03;Silver;11287;T00154;2025/03/30;13.54;14;;;;;
C0683;Mia;Davis;mia.davis683@example.com;555-2870;2022/06/13;Silver;7467;T00155;2025/01/21;483.52;484;;;;;
C0181;Sarah;Davis;sarah.davis181@example.com;555-1273;2024/04/26;Gold;7594;T00156;2025/02/18;508.36;508;;;;;
C0477;Jessica;Brown;jessica.brown477@example.com;555-2134;2025/01/08;Silver;13743;T00157;2025/04/25;320.36;320;R3;Coffee Mug;1200.0;2025/06/12;1200.0
C0746;Jessica;Lee;jessica.lee746@example.com;555-2188;2025/12/22;Platinum;294;T00158;2025/06/15;159.77;160;;;;;
C0227;Olivia;Smith;olivia.smith227@example.com;555-8250;2024/10/04;Gold;8988;T00159;2025/03/12;30.95;31;;;;;
C0958;Mia;Smith;mia.smith958@example.com;555-1286;2023/11/05;Silver;9684;T00160;2025/05/22;316.85;317;;;;;
C0422;David;Lee;david.lee422@example.com;555-7589;2023/06/02;Bronze;3542;T00161;2025/06/30;48.92;49;R5;Free Shipping;750.0;2025/01/20;750.0
C0954;John;Anderson;john.anderson954@example.com;555-6776;2024/07/28;Bronze;5324;T00162;2025/02/11;249.21;249;;;;;
C0418;Emma;Clark;emma.clark418@example.com;555-1290;2022/04/13;Bronze;13697;T00163;2025/04/28;507.17;507;;;;;
C0998;Emily;Clark;emily.clark998@example.com;555-6463;2022/12/03;Platinum;2026;T00164;2025/05/12;176.12;176;R6;VIP Event Access;5000.0;2025/03/07;5000.0
C0902;Sophia;Smith;sophia.smith902@example.com;555-7486;2024/01/04;Gold;3292;T00165;2025/01/16;9.28;9;;;;;
C0378;Noah;Thomas;noah.thomas378@example.com;555-4702;2023/07/13;Bronze;4634;T00166;2025/02/11;68.57;69;R1;$5 Gift Voucher;500.0;2025/05/04;500.0
C0089;Liam;Taylor;liam.taylor89@example.com;555-8425;2025/01/20;Gold;3248;T00167;2025/04/24;260.79;261;;;;;
C0564;Liam;Taylor;liam.taylor564@example.com;555-2666;2022/03/09;Silver;7706;T00168;2025/01/27;184.55;185;;;;;
C0682;Ava;Davis;ava.davis682@example.com;555-9512;2025/10/22;Gold;11429;T00169;2025/04/17;429.23;429;;;;;
C0168;Emma;Anderson;emma.anderson168@example.com;555-9781;2023/09/15;Bronze;8629;T00170;2025/01/16;202.45;202;;;;;
C0992;David;Johnson;david.johnson992@example.com;555-6300;2023/03/24;Bronze;8310;T00171;2025/02/08;359.85;360;;;;;
C0632;Ava;Martinez;ava.martinez632@example.com;555-9284;2022/01/07;Platinum;10019;T00172;2025/05/04;486.89;487;;;;;
C0569;Sarah;Anderson;sarah.anderson569@example.com;555-3469;2024/04/05;Platinum;2336;T00173;2025/03/11;519.85;520;R6;VIP Event Access;5000.0;2025/03/22;5000.0
C0479;Daniel;Anderson;daniel.anderson479@example.com;555-3700;2022/10/31;Silver;1133;T00174;2025/01/31;525.54;526;;;;;
C0400;Olivia;Lee;olivia.lee400@example.com;555-3931;2023/12/02;Bronze;2830;T00175;2025/03/01;398.84;399;;;;;
C0964;Sarah;Martinez;sarah.martinez964@example.com;555-5729;2022/01/01;Silver;5979;T00176;2025/06/21;44.96;45;R6;VIP Event Access;5000.0;2025/03/08;5000.0
C0069;John;Martinez;john.martinez69@example.com;555-5920;2025/08/03;Bronze;13459;T00177;2025/06/12;106.93;107;;;;;
C0461;Emma;Wilson;emma.wilson461@example.com;555-6575;2023/07/26;Platinum;2822;T00178;2025/02/14;480.61;481;;;;;
C0526;Liam;Moore;liam.moore526@example.com;555-7270;2022/09/14;Bronze;4346;T00179;2025/02/06;581.42;581;;;;;
C0696;Sophia;Martinez;sophia.martinez696@example.com;555-1444;2024/02/23;Silver;2726;T00180;2025/05/10;231.22;231;R2;$10 Gift Voucher;1000.0;2025/04/25;1000.0
C0194;Olivia;Smith;olivia.smith194@example.com;555-7391;2024/01/08;Gold;2815;T00181;2025/04/01;473.89;474;R5;Free Shipping;750.0;2025/01/03;750.0
C0292;Daniel;Anderson;daniel.anderson292@example.com;555-4461;2025/08/28;Gold;7789;T00182;2025/06/21;433.3;433;R3;Coffee Mug;1200.0;2025/03/12;1200.0
C0733;David;Moore;david.moore733@example.com;555-4950;2025/02/19;Bronze;2536;T00183;2025/04/24;235.27;235;;;;;
C0002;David;Anderson;david.anderson2@example.com;555-6873;2022/10/07;Silver;983;T00184;2025/03/30;581.32;581;R5;Free Shipping;750.0;2025/05/06;750.0
C0675;Emma;Johnson;emma.johnson675@example.com;555-4655;2023/07/27;Platinum;5890;T00185;2025/05/28;431.69;432;;;;;
C0995;Lucas;Martinez;lucas.martinez995@example.com;555-2731;2025/10/22;Gold;2321;T00186;2025/04/28;108.1;108;;;;;
C0485;Emma;Martinez;emma.martinez485@example.com;555-2534;2024/08/30;Silver;11310;T00187;2025/03/29;527.83;528;;;;;
C0651;Emily;Brown;emily.brown651@example.com;555-5332;2024/08/02;Bronze;7872;T00188;2025/04/15;126.76;127;R3;Coffee Mug;1200.0;2025/05/27;1200.0
C0926;Daniel;Moore;daniel.moore926@example.com;555-1057;2024/04/24;Bronze;9475;T00189;2025/02/02;72.44;72;R1;$5 Gift Voucher;500.0;2025/01/08;500.0
