CustomerID;FirstName;LastName;Email;Phone;JoinDate;Tier;CurrentPoints;TransactionID;PurchaseDate;AmountSpent;PointsEarned;RewardID;RewardName;PointsRequired;RedemptionDate;PointsUsed
C0027;Amelia;Khumalo;amelia.khumalo27@example.com;555-1999;2024/08/21;Platinum;7072;T00027;2025/04/30;701.26;701;R3;Coffee Mug;1500;2025/12/10;1500
C0028;Sipho;Wilson;sipho.wilson28@example.com;555-2036;2022/03/08;Bronze;5124;T00028;2025/06/25;175.22;175;;;;;
C0029;Daniel;Nkosi;daniel.nkosi29@example.com;555-2073;2024/08/19;Silver;3;T00029;2025/04/04;493.88;494;;;;;
C0030;Emily;Williams;emily.williams30@example.com;555-2110;2025/01/09;Gold;9316;T00030;2025/07/10;999.84;1000;;;;;
C0031;Samuel;Wright;samuel.wright31@example.com;555-0000;2024/02/19;Platinum;5734;T00031;2025/11/27;32.76;33;;;;;
C0032;Naledi;Martinez;naledi.martinez32@example.com;555-2184;2023/11/28;Bronze;14388;T00032;2025/09/30;146.15;146;;;;;
C0033;Olivia;Hall;olivia.hall33@example.com;555-2221;2023/01/17;Silver;6315;T00033;2025/02/27;605.73;606;R3;Coffee Mug;1500;2025/08/05;1500
C0034;Joseph;Botha;joseph.botha34@example.com;555-2258;2024/07/16;Gold;5435;T00034;2025/02/27;536.57;537;;;;;
C0035;Lerato;Clark;lerato.clark35@example.com;555-2295;2023/04/22;Platinum;7609;T00035;2025/12/20;148.72;149;;;;;
C0036;Jessica;Naidoo;jessica.naidoo36@example.com;555-2332;2023/07/16;Bronze;7635;T00036;2025/12/07;832.46;832;R1;$5 Gift Voucher;500;2025/02/17;500
C0037;Robert;Taylor;duplicate.customer@example.com;555-2369;2024/10/29;Silver;7549;T00037;2025/04/25;67.54;68;;;;;
C0038;Grace;Dlamini;grace.dlamini38@example.com;555-2406;2025/08/17;Gold;7272;T00038;2025/08/11;618.23;618;;;;;
C0039;Peter;Johnson;peter.johnson39@example.com;555-2443;2024/02/20;Platinum;14077;T00039;2025/03/16;524.16;524;;;;;
C0040;David;King;david.king40@example.com;555-2480;2024/09/28;Bronze;3116;T00040;2025/12/23;683.85;684;;;;;
C0041;Charlotte;Brown;charlotte.brown41@example.com;555-2517;2023/06/13;Silver;14399;T00040;2025/12/21;819.65;820;R6;VIP Event Access;5000;2025/02/18;5000
C0042;Thabo;Walker;thabo.walker42@example.com;555-2554;2025/05/18;Gold;10811;T00042;2025/05/30;336.51;337;;;;;
C0043;Michael;Pillay;;555-2591;2024/12/19;Platinum;1666;T00043;2025/12/18;247.84;248;;;;;
C0044;Sophia;Davis;sophia.davis44@example.com;555-2628;2024/11/19;Bronze;9065;T00044;2025/10/11;380.61;381;;;;;
C0045;Thomas;Mokoena;thomas.mokoena45@example.com;555-2665;2022/06/14;Silver;13614;T00045;2025/12/06;949.34;949;;;;;
C0046;Aisha;Smith;aisha.smith46@example.com;555-2702;2022/01/27;Gold;4924;T00046;2025/03/31;318.93;319;R2;$10 Gift Voucher;1000;2025/07/24;1000
C0047;EMMA;Green;emma.green47@example.com;555-2739;2022/05/30;Platinum;10530;T00047;2025/02/24;475.91;476;R4;T-Shirt;2000;2025/01/15;2000
C0048;William;Moore;william.moore48@example.com;555-2776;2023/11/01;Bronze;3689;T00048;2025/01/02;20.05;20;;;;;
C0049;Nomsa;Young;nomsa.young49@example.com;555-2813;2025/07/08;Silver;948;T00049;2025/10/30;888.78;889;R7;Wireless Earbuds;7500;2025/10/31;7500
C0049;Nomsa;Young;nomsa.young49@example.com;555-2813;2025/07/08;Silver;948;T00049;2025/10/30;888.78;889;R7;Wireless Earbuds;7500;2025/10/31;7500
C0051;James;Lewis;james.lewis51@example.com;555-2887;2024/06/28;Platinum;12245;T00051;2025/07/13;168.23;168;R5;Free Shipping;750;2025/03/30;750
C0052;Amelia;Khumalo;amelia.khumalo52@example.com;555-2924;2023/11/26;Bronze;9105;T00052;2025/02/06;167.59;168;R2;$10 Gift Voucher;1000;2025/05/20;1000
C0053;Sipho;wilson;sipho.wilson53@example.com;555-2961;2023/11/24;Silver;12853;T00053;2025/09/19;115.25;115;;;;;
C0054;Daniel;Nkosi;daniel.nkosi54@example.com;555-2998;2022/05/01;Gold;14710;T00054;2025/03/20;417.33;417;R2;$10 Gift Voucher;1000;2025/08/15;1000
C0055;Emily;Williams;emily.williams55@example.com;555-3035;2023/06/06;Platinum;7628;T00055;2025/02/10;900.64;901;R2;$10 Gift Voucher;1000;2025/11/20;1000
C0056;Samuel;Wright;samuel.wright56@example.com;555-3072;2023/10/08;Bronze;7047;T00056;2025/08/02;72.64;73;R2;$10 Gift Voucher;1000;2025/12/17;1000
C0057;Naledi;Martinez;naledi.martinez57@example.com;555-3109;2022/07/17;Silver;9769;T00057;2025/11/16;510.21;510;R7;Wireless Earbuds;7500;2025/03/07;7500
C0058;Olivia;Hall;olivia.hall58@example.com;555-3146;2024/04/17;Gold;1606;T00058;2025/10/05;316.7;317;R6;VIP Event Access;5000;2025/02/27;5000
C0059; Joseph ;Botha;joseph.botha59@example.com;555-3183;2025/10/30;Platinum;6636;T00059;2025/03/25;829.68;830;;;;;
C0060;Lerato;Clark;lerato.clark60@example.com;555-3220;2024/03/06;Bronze;4935;T00060;2025/06/02;596.64;597;;;;;
C0061;Jessica;Naidoo;jessica.naidoo61@example.com;555-3257;2022/01/12;silver;7077;T00061;2025/07/18;284.5;284;;;;;
C0062;Robert;Taylor;robert.taylor62@example.com;555-0000;2023/05/22;Gold;12546;T00062;2025/02/09;937.32;937;;;;;
C0063;Grace;Dlamini;grace.dlamini63@example.com;555-3331;2025/02/02;Platinum;2153;T00063;2025/03/04;220.29;220;;;;;
C0064;Peter;Johnson;peter.johnson64@example.com;555-3368;2025/06/03;Bronze;4442;T00064;2025/08/06;815.62;816;;;;;
C0065;David;King;david.king65@example.com;555-3405;2024/04/27;Silver;2992;T00065;2025/02/21;568.5;568;;;;;
C0066;Charlotte;Brown;charlotte.brown66@example.com;555-3442;2025/08/11;Gold;11215;T00066;2025/10/23;426.96;427;R5;Free Shipping;750;2025/12/08;750
C0067;Thabo;Walker;thabo.walker67example.com;555-3479;2025/05/04;Platinum;3321;T00067;2025/04/29;62.75;630;;;;;
C0068;Michael;Pillay;michael.pillay68@example.com;555-3516;2022/11/08;Bronze;7903;T00068;2025/09/30;297.24;297;;;;;
C0069;Sophia;Davis;sophia.davis69@example.com;555-3553;2024/11/25;Silver;11850;T00069;2025/02/27;559.79;560;;;;;
C0070;Thomas;Mokoena;thomas.mokoena70@example.com;555-3590;2023/02/04;Gold;4546;T00070;2025/12/25;966.62;967;;;;;
C0071;Aisha;Smith;aisha.smith71@example.com;555-3627;2024/05/22;Platinum;1417;T00071;2024/04/22;314.14;314;;;;;
C0072;Emma;Green;emma.green72@example.com;555-3664;2023/08/16;Bronze;3250;T00072;2025/01/24;117.51;118;;;;;
C0073;William;Moore;william.moore73@example.com;;2023/05/25;Silver;1204;T00073;2025/03/15;786.58;787;;;;;
C0074;Nomsa;Young;duplicate.customer@example.com;555-3738;2023/10/19;Gold;2517;T00074;2025/12/02;936.58;937;;;;;
C0075;Sarah;Anderson;sarah.anderson75@example.com;555-3775;2025/01/20;Platinum;11097;T00075;2025/08/08;108.17;108;R1;$5 Gift Voucher;500;2025/11/04;500
C0076;James;Lewis;james.lewis76@example.com;555-3812;2024/03/02;Bronze;9476;T00076;2025/11/07;562.55;563;;;;;
C0077;Amelia;Khumalo;amelia.khumalo77@example.com;555-3849;2024/03/27;Silver;6053;T00077;2025/06/23;573.42;573;;;;;
C0078;Sipho;Wilson;sipho.wilson78@example.com;555-3886;2023/02/26;Gold;11128;T00078;2025/05/16;880.2;880;R7;Wireless Earbuds;7500;2025/07/17;7500
C0079;Daniel;Nkosi;daniel.nkosi79@example.com;555-3923;2023/08/22;Platinum;7360;T00079;2025/08/01;909.66;910;R99;Unknown Reward;999;2025/08/01;999
C0080;Emily;Williams;emily.williams80@example.com;555-3960;2024/02/18;Bronze;9290;T00080;2025/04/07;334.73;335;R3;Coffee Mug;1500;2025/10/13;1500
C0081;Samuel;Wright;samuel.wright81@example.com;555-3997;2025/04/23;Silver;5825;T00081;2025/11/15;125.49;125;R5;Free Shipping;750;2025/11/05;750
C0082;Naledi;Martinez;naledi.martinez82@example.com;555-4034;2025/03/14;Gold;10477;T00081;2025/04/24;761.85;762;;;;;
C0083;Olivia;Hall;olivia.hall83@example.com;(555) 4071;2024/03/12;PLATINUM;5602;T00083;2025/02/25;385.94;386;R4;T-Shirt;2000;2025/06/21;2000
C0084;Joseph;Botha;joseph.botha84@example.com;555-4108;2025/06/10;Bronze;2948;T00084;2025/09/03;959.2;959;;;;;
C0085;Lerato;Clark;lerato.clark85@example.com;555-4145;2022/05/08;Silver;12843;T00085;2025/08/18;599.47;599;;;;;
C0086;Jessica;Naidoo;;555-4182;2022/04/11;Gold;7919;T00086;2025/04/25;972.86;973;;;;;
C0087;Robert;Taylor;robert.taylor87@example.com;555-4219;2023/12/20;Platinum;9284;T00087;2025/04/02;209.01;209;;;;;
C0088;Grace;Dlamini;grace.dlamini88@example.com;555-4256;2025/01/04;Bronze;4946;T00088;2025/10/21;888.02;888;R5;Free Shipping;750;2025/01/29;750
C0089;Peter;Johnson; peter.johnson89@example.com ;555-4293;2023/01/11;Silver;10585;T00089;2025/05/05;-709.61;710;R4;T-Shirt;2000;2025/06/07;2000
C0090;David;King;david.king90@example.com;555-4330;2025/04/19;Gold;1866;T00090;2025/02/04;445.63;446;R6;VIP Event Access;5000;2025/09/15;5000
C0091;Charlotte;Brown;charlotte.brown91@example.com;555-4367;2023/03/23;Platinum;12594;T00091;2025/11/29;981.63;982;;;;;
C0092;Thabo;Walker;thabo.walker92@example.com;555-4404;2025/06/30;Bronze;13679;T00092;2025/12/28;513.26;513;;;;;
C0093;Michael;Pillay;michael.pillay93@example.com;555-0000;2023/05/09;Silver;13465;T00093;2025/12/20;64.28;64;;;;;
C0094;SOPHIA;Davis;sophia.davis94@example.com;555-4478;2025/01/03;Gold;14847;T00094;2025/12/16;709.5;710;R2;$10 Gift Voucher;1000;2025/02/12;1000
C0095;Thomas;Mokoena;thomas.mokoena95@example.com;555-4515;2025/08/22;Platinum;9367;T00095;2025/09/01;213.1;213;;;;;
C0096;Aisha;Smith;aisha.smith96@example.com;555-4552;2024/06/17;Bronze;5003;T00096;2025/07/08;967.11;967;R3;Coffee Mug;1500;2025/06/17;1500
C0097;Emma;Green;emma.green97@example.com;555-4589;2024/01/28;Silver;1614;T00097;2025/07/27;0;462;;;;;
C0098;William;Moore;william.moore98@example.com;555-4626;2025/01/25;Gold;4788;T00098;2025/05/05;160.56;161;;;;;
C0099;Nomsa;Young;nomsa.young99@example.com;555-4663;2025/12/01;Platinum;6398;T00099;2025/12/06;573.14;573;;;;;
C0099;Nomsa;Young;nomsa.young99@example.com;555-4663;2025/12/01;Platinum;6398;T00099;2025/12/06;573.14;573;;;;;
C0101;James;Lewis;JAMES.LEWIS101@EXAMPLE.COM;555-4737;2022/07/05;Silver;8863;T00101;2025/05/01;85.21;-100;;;;;
C0102;Amelia;Khumalo;amelia.khumalo102@example.com;555-4774;2025/05/23;Gold;817;T00102;2025/07/28;505.87;506;;;;;
C0103;Sipho;Wilson;sipho.wilson103@example.com;555-4811;2023/06/09;Platinum;5537;T00103;2025/08/02;833.23;833;R1;$10 Gift Voucher;500;2025/08/02;1000
C0104;Daniel;Nkosi;daniel.nkosi104@example.com;555-4848;2022/12/10;Bronze;13313;T00104;2025/06/07;277.35;277;R1;$5 Gift Voucher;500;2025/06/04;500
C0105;Emily;Williams;emily.williams105@example.com;555-4885;2022/10/26;Silver;10490;T00105;2025/09/21;964.36;964;;;;;
C0106;Samuel;wright;samuel.wright106@example.com;555-4922;2022/08/22;Gold;7923;T00106;2025/11/26;499.8;500;;;;;
C0107;Naledi;Martinez;naledi.martinez107@example.com;555-4959;2022/04/09; Platinum ;13333;T00107;2025/03/09;653.19;653;;;;;
C0108;Olivia;Hall;olivia.hall108@example.com;555-4996;2025/05/03;Bronze;13502;T00108;2025/07/30;852.66;853;;;;;
C0109;Joseph;Botha;joseph.botha109@example.com;555-5033;2022/08/19;Silver;-500;T00109;2025/04/04;643.22;643;;;;;
C0110;Lerato;Clark;lerato.clark110@example.com;555-5070;2022/09/13;Gold;6457;T00110;2025/04/16;267.53;268;R5;Free Shipping;750;2025/10/24;750
C0111;Jessica;Naidoo;duplicate.customer@example.com;555-5107;2022/10/23;Platinum;5306;T00111;2025/01/07;64.03;64;;;;;
C0112;Robert;Taylor;robert.taylor112@example.com;555-5144;2025/03/18;Bronze;12149;T00112;2025/03/31;369.72;370;R6;VIP Event Access;5000;2025/02/21;5000
C0113;Grace;Dlamini;grace.dlamini113@example.com;555-5181;2024/05/04;Silver;4029;;2025/09/24;952.46;952;;;;;
C0114;Peter;Johnson;peter.johnson114@example.com;555-5218;2022/07/02;Gold;3616;T00114;2025/10/13;712.48;712;;;;;
C0115;David;King;david.king115@example.com;555-5255;2024/04/12;Platinum;1611;T00115;2025/09/21;364.94;365;;;;;
C0116;Charlotte;Brown;charlotte.brown116@example.com;555-5292;2024/02/18;Bronze;12387;T00116;2025/11/28;580.07;580;;;;;
C0117;Thabo;Walker;thabo.walker117@example.com;555-5329;2025/07/15;Silver;1177;T00117;2025/03/06;722.58;723;R3;Coffee Mug;1500;2025/12/30;1500
C0118; Michael ;Pillay;michael.pillay118@example.com;555-5366;2025/04/10;Gold;12058;T00118;2025/05/27;21.51;22;;;;;
C0119;Sophia;Davis;sophia.davis119@example.com;555-5403;2024/10/11;Platinum;250;T00119;2025/04/21;347.67;348;R2;$10 Gift Voucher;1000;2025/12/25;1000
C0120;Thomas;Mokoena;thomas.mokoena120@example.com;555-5440;2025/05/09;Bronze;13988;T00120;2025/08/11;669.55;670;R1;$5 Gift Voucher;500;2025/02/17;500
C0121;Aisha;Smith;aisha.smith121@example.com;555-5477;2025/06/23;Silver;8978;T00121;2025/03/30;490.67;491;;;;;
C0122;Emma;Green;emma.green122@example.com;555-5514;2024/02/21;gold;4363;T00122;2025/11/05;140.53;141;;;;;
C0123;William;Moore;william.moore123@example.com;555-5551;2023/12/29;Platinum;13144;T00122;2025/01/18;605.51;606;;;;;
C0124;Nomsa;Young;nomsa.young124@example.com;555-0000;2022/09/02;Bronze;13216;T00124;2025/08/26;161.05;161;;;;;
C0125;Sarah;Anderson;sarah.anderson125@example.com;555-5625;2023/01/15;Silver;5658;T00125;2025/01/23;315.64;316;R7;Wireless Earbuds;7500;2025/05/14;7500
C0126;James;Lewis;james.lewis126@example.com;555-5662;2023/01/29;Gold;10018;T00126;2025/01/18;188.49;188;R2;$10 Gift Voucher;1000;2025/09/05;1000
C0127;Amelia;Khumalo;amelia.khumalo127@example.com;555-5699;2022/03/06;Platinum;14019;T00127;2025/02/09;;607;;;;;
C0128;Sipho;Wilson;sipho.wilson128@example.com;555-5736;2023/10/13;Bronze;11483;T00128;2025/07/26;109.6;110;R1;$5 Gift Voucher;500;2025/04/04;500
C0129;Daniel;Nkosi;;555-5773;2023/09/25;Silver;677;T00129;2025/02/17;86.4;86;R5;Free Shipping;750;2025/09/12;750
C0130;Emily;Williams;emily.williams130@example.com;555-5810;2022/12/12;Gold;8099;T00130;2025/02/07;945.47;945;;;;;
C0131;Samuel;Wright;samuel.wright131@example.com;555-5847;2023/01/06;Platinum;;T00131;2025/03/27;133.78;134;;;;;
C0132;Naledi;Martinez;naledi.martinez132@example.com;555-5884;2024/02/06;Bronze;13277;T00132;2025/12/31;766.64;767;R4;T-Shirt;2000;2025/05/11;2000
C0133;Olivia;Hall;olivia.hall133@example.com;555-5921;2023/01/24;Silver;2881;T00133;2025/04/17;735.27;735;;;;;
C0134;Joseph;Botha;joseph.botha134example.com;555-5958;2025/01/20;Gold;3337;T00134;2025/07/18;56.74;570;;;;;
C0135;Lerato;Clark;lerato.clark135@example.com;555-5995;2023/06/25;Platinum;1646;T00135;2025/10/19;226.57;227;;;;;
C0136;Jessica;Naidoo;jessica.naidoo136@example.com;555-6032;2022/04/08;Bronze;3626;T00136;2025/10/14;310.47;310;R1;$5 Gift Voucher;500;2025/07/29;500
C0137;Robert;Taylor;robert.taylor137@example.com;555-6069;2024/08/02;Silver;7114;T00137;2025/06/16;94.97;95;;Coffee Mug;1500;2025/06/16;1500
C0138;Grace;Dlamini;grace.dlamini138@example.com;555-6106;2024/06/23;Gold;680;T00138;2025/10/25;185.21;185;R1;$5 Gift Voucher;500;2025/10/25;500
C0139;Peter;Johnson;peter.johnson139@example.com;555-6143;2022/04/30;Platnium;3667;T00139;2025/11/04;311.72;312;;;;;
C0140;David;King;david.king140@example.com;555-6180;2023/02/01;Bronze;5137;T00140;2025/07/03;646.36;646;;;;;
C0141;CHARLOTTE;Brown;charlotte.brown141@example.com;555-6217;2024/02/21;Silver;6731;T00141;2025/02/20;119.65;120;;;;;
C0142;Thabo;Walker;thabo.walker142@example.com;555-6254;2022/10/06;Gold;10519;T00142;2022/09/06;836.75;837;R2;$10 Gift Voucher;1000;2025/05/11;1000
C0143;Michael;Pillay;michael.pillay143@example.com;555-6291;2022/02/27;Platinum;6612;T00143;2025/09/29;694.3;694;;;;;
C0144;Sophia;Davis;sophia.davis144@example.com;555-6328;2023/08/30;Bronze;10721;T00144;2025/04/14;647.8;648;;;;;
C0145;Thomas;Mokoena;thomas.mokoena145@example.com;555-6365;2025/07/09;Silver;5369;T00145;2025/09/23;773.74;774;;;;;
C0146;Aisha;Smith;aisha.smith146@example.com;;2024/09/26;Gold;14088;T00146;2025/11/08;663.23;663;;;;;
C0147;Emma;Green;emma.green147@example.com;555-6439;2023/06/28;Platinum;6302;T00147;2025/09/08;776.48;776;;;;;
C0148;William;Moore;duplicate.customer@example.com;555-6476;2023/02/04;Bronze;4000;T00148;2025/03/26;666.61;667;;;;;
C0149;Nomsa;Young;nomsa.young149@example.com;555-6513;2024/12/11;Silver;5478;T00149;2025/07/15;498.58;499;R7;;7500;;
C0149;Nomsa;Young;nomsa.young149@example.com;555-6513;2024/12/11;Silver;5478;T00149;2025/07/15;498.58;499;R7;;7500;;
c0151;James;Lewis;james.lewis151@example.com;555-6587;2024/10/19;Platinum;7149;T00151;2025/03/03;825.44;825;;;;;
C0152;Amelia;Khumalo;amelia.khumalo152@example.com;555-6624;2023/03/06;Bronze;13309;T00152;2025/08/31;45.98;46;;;;;
C0153;Sipho;Wilson;sipho.wilson153@example.com;555-6661;2024/11/03;Silver;3216;T00153;2025/06/08;853.54;854;;;;;
C0154;Daniel;Nkosi;daniel.nkosi154@example.com;555-6698;2025/02/20;Gold;1028;T00154;2025/11/20;348.07;348;;;;;
C0155;Emily;Williams;emily.williams155@example.com;555-0000;2022/09/19;Platinum;2291;T00155;2025/12/16;243.45;243;R6;VIP Event Access;5000;2025/06/21;5000
C0156;Samuel;Wright;samuel.wright156@example.com;555-6772;2024/10/28;Bronze;6482;T00156;2025/10/15;108.17;108;;;;;
C0157;;Martinez;naledi.martinez157@example.com;555-6809;2024/06/09;Silver;6355;T00157;2025/12/16;86.65;87;;;;;
C0158;Olivia;Hall;olivia.hall158@example.com;555-6846;2025/08/24;Gold;166;T00158;2025/04/26;792.54;793;R99;Unknown Reward;999;2025/04/26;999
C0159;Joseph;botha;joseph.botha159@example.com;555-6883;2023/09/25;Platinum;5921;T00159;2025/02/14;357.8;358;;;;;
C0160;Lerato;Clark;lerato.clark160@example.com;555-6920;2025/07/01;Bronze;14444;T00160;2025/06/27;290.39;290;R4;T-Shirt;2000;2025/02/02;2000
C0161;Jessica;Naidoo;jessica.naidoo161@example.com;555-6957;2024/01/20;Silver;1568;T00161;2025/10/27;73.51;74;;;;;
C0162;Robert;Taylor;robert.taylor162@example.com;555-6994;2023/06/02;Gold;12384;T00162;2025/08/21;144.02;144;R5;Free Shipping;750;2025/03/04;750
 C0163 ;Grace;Dlamini;grace.dlamini163@example.com;555-7031;2024/12/18;Platinum;12887;T00163;2025/04/24;146.39;146;R3;Coffee Mug;1500;2025/11/09;1500
C0164;Peter;Johnson;peter.johnson164@example.com;555-7068;2025/04/17;Bronze;3588;T00163;2025/12/09;887.07;887;R5;Free Shipping;750;2025/05/12;750
C0165;David;King;david.king165@example.com;555-7105;2024/12/15;Silver;172;T00165;2025/01/17;663.76;664;;;;;
C0166;Charlotte;Brown;charlotte.brown166@example.com;(555) 7142;2022/09/21;GOLD;11214;T00166;2025/11/21;808.53;809;;;;;
C0167;Thabo;;thabo.walker167@example.com;555-7179;2022/11/14;Platinum;2822;T00167;2025/03/18;822.61;823;;;;;
C0168;Michael;Pillay;michael.pillay168@example.com;555-7216;2022/09/04;Bronze;11060;T00168;2025/04/08;990.81;991;;;;;
C0169;Sophia;Davis;sophia.davis169@example.com;555-7253;2022/01/12;Silver;3475;T00169;2025/09/09;14.62;15;;;;;
C0170;Thomas;Mokoena;thomas.mokoena170@example.com;555-7290;2023/09/22;Gold;14562;T00170;2025/10/13;154.58;155;;;;;
C0171;Aisha;Smith;aisha.smith171@example.com;555-7327;2022/09/23;Platinum;69;T00171;2025/11/26;76.17;76;;;;;
C0172;Emma;Green;;555-7364;2022/04/05;Bronze;9967;T00172;2025/10/23;157.78;158;;;;;
C0173;William;Moore;william.moore173@example.com;555-7401;2022/05/08;;13620;T00173;2025/10/01;422.65;423;;;;;
C0174;Nomsa;Young;nomsa.young174@example.com;555-7438;2024/09/11;Gold;5777;T00174;2025/07/22;524.05;524;R4;T-Shirt;2000;2025/12/08;2000
C0175;Sarah;Anderson;sarah.anderson175@example.com;555-7475;2023/02/28;Platinum;13267;T00175;2025/02/28;187.5;188;;;;;
C0176;James;Lewis;james.lewis176@example.com;555-7512;2023/03/26;Bronze;6979;T00176;2025/03/21;225.24;225;;;;;
C0177; Amelia ;Khumalo;amelia.khumalo177@example.com;555-7549;2022/01/01;Silver;7932;T00177;2025/02/05;714.34;714;;;;;
C0178;Sipho;Wilson; sipho.wilson178@example.com ;555-7586;2022/12/16;Gold;10993;T00178;2025/02/28;-220.33;220;;;;;
C0179;Daniel;Nkosi;daniel.nkosi179@example.com;555-7623;2023/12/18;Platinum;9368;T00179;2025/10/06;175.3;175;R1;$5 Gift Voucher;500;2025/10/29;500
C0180;Emily;Williams;emily.williams180@example.com;555-7660;2022/08/12;Bronze;5511;T00180;2025/01/24;357.08;357;;;;;
;Samuel;Wright;samuel.wright181@example.com;555-7697;2025/06/16;Silver;6883;T00181;2025/11/25;85.67;86;;;;;
C0182;Naledi;Martinez;naledi.martinez182@example.com;555-7734;2022/07/17;Gold;8242;T00182;2025/07/21;16.48;16;;;;;
C0183;Olivia;Hall;olivia.hall183@example.com;555-7771;2024/05/27;platinum;5249;T00183;2025/01/26;395.69;396;;;;;
C0184;Joseph;Botha;joseph.botha184@example.com;555-7808;2025/11/21;Bronze;9121;T00184;2025/09/08;238.38;238;R5;Free Shipping;750;2025/07/11;750
C0185;Lerato;Clark;duplicate.customer@example.com;555-7845;2024/05/02;Silver;2824;T00185;2025/01/21;411.08;411;R3;Coffee Mug;1500;2025/11/08;1500
C0186;Jessica;Naidoo;jessica.naidoo186@example.com;555-0000;2024/01/01;Gold;1204;T00186;2025/07/04;610.74;611;;;;;
C0187;Robert;Taylor;robert.taylor187@example.com;555-7919;2025/04/28;Platinum;9489;T00187;2025/07/16;916.47;916;;;;;
C0188;GRACE;Dlamini;grace.dlamini188@example.com;555-7956;2022/01/07;Bronze;10362;T00188;2025/06/18;468.56;469;;;;;
